D & B Used Cars|111 Old Benbrook Rd|817-555-5555
50121|2013|Honda|Fit|car|Gray|101683|24234.59
50122|2007|Ram|2500|truck|Silver|60139|6325.82
50123|2010|Nissan|Frontier|van|Green|169248|18389.67
50124|2022|Honda|Civic|SUV|Blue|21140|33187.29
50125|2022|Honda|Pilot|van|Silver|49391|43239.87
50126|2021|Nissan|Altima|van|Red|85193|8752.23
50127|2010|Subaru|Impreza|truck|Black|145878|21365.63
50128|2010|Ram|1500|car|Black|60680|12429.80
50129|2010|Honda|Civic|truck|Silver|165337|33514.01
50130|2009|Jeep|Grand Cherokee|car|Silver|127984|24931.56
50131|2019|Ram|3500|car|Red|179814|31772.51
50132|2019|Subaru|Impreza|SUV|Blue|91895|28126.39
50133|2017|Ford|Focus|SUV|Black|101726|9276.39
50134|2013|Honda|Fit|van|Silver|153191|30961.91
50135|2022|Toyota|Corolla|SUV|Blue|38828|4577.57
50136|2012|Hyundai|Tucson|SUV|Gray|58067|39607.77
50137|2012|Kia|Soul|truck|Black|21009|8353.90
50138|2005|Kia|Soul|car|White|53317|18297.11
50139|2023|Hyundai|Elantra|car|Yellow|140683|22032.86
50140|2021|GMC|Terrain|truck|Gray|65630|9170.96
50141|2015|GMC|Terrain|SUV|Black|67320|17035.71
50142|2021|Nissan|Rogue|truck|White|57746|16295.54
50143|2010|GMC|Terrain|van|Gray|27067|18023.88
50144|2020|Kia|Soul|van|Yellow|153882|34077.88
50145|2009|Kia|Optima|car|Gray|173901|38463.36
50146|2005|Toyota|Corolla|truck|Blue|165506|43482.70
50147|2009|Nissan|Altima|car|Red|63746|37442.48
50148|2023|Toyota|RAV4|van|Blue|93845|27106.01
50149|2008|Ram|1500|car|Yellow|150657|6227.86
50150|2011|Ford|Escape|truck|Gray|146254|20413.66
50151|2013|Subaru|Outback|car|White|121316|14244.34
50152|2014|Toyota|Tacoma|car|Gray|33087|37725.63
50153|2012|Ford|Focus|van|Gray|175911|13554.42
50154|2023|Ford|F-150|van|Black|96421|13096.09
50155|2016|Honda|Fit|car|Green|55579|21676.10
50156|2020|Ford|Focus|truck|Yellow|92196|18771.77
50157|2008|Toyota|RAV4|truck|Gray|66468|18005.78
50158|2023|Toyota|RAV4|car|Yellow|146758|19494.79
50159|2017|Nissan|Altima|SUV|Gray|48421|31055.84
50160|2023|Kia|Soul|truck|White|53796|22744.93
50161|2007|Kia|Sorento|SUV|Gray|125668|31651.83
50162|2008|Kia|Sorento|van|Yellow|80310|3625.73
50163|2017|Ford|Explorer|SUV|Red|137138|5506.75
50164|2023|Toyota|RAV4|truck|White|156294|37186.37
50165|2014|Ram|2500|SUV|Black|38529|37618.27
50166|2016|Nissan|Altima|SUV|Blue|81610|18181.19
50167|2010|Chevrolet|Impala|van|Black|51439|42959.33
50168|2012|Honda|Accord|SUV|Green|138298|20634.47
50169|2015|Ford|Focus|van|Green|58651|42052.61
50170|2016|Hyundai|Santa Fe|car|White|174928|42593.68
50171|2010|Ford|F-150|SUV|White|170009|30758.20
50172|2020|Kia|Sportage|SUV|Green|40763|9402.02
50173|2008|Ford|Escape|van|Red|33480|31530.77
50174|2020|Hyundai|Tucson|van|Green|67702|27668.37
50175|2017|Subaru|Forester|car|Red|85350|8608.24
50176|2017|Hyundai|Accent|truck|Gray|81700|33967.75
50177|2019|Ram|3500|van|Green|142769|36305.62
50178|2022|Hyundai|Sonata|car|Red|125116|26842.98
50179|2017|Subaru|Impreza|car|Gray|145246|27015.11
50180|2023|Ram|1500|van|Silver|61041|25858.00
50181|2014|Chevrolet|Equinox|van|Silver|54308|23456.23
50182|2022|Ram|1500|truck|Black|178750|6057.82
50183|2022|Ford|Ranger|van|Silver|30736|35009.26
50184|2011|Jeep|Grand Cherokee|van|Black|38624|20337.81
50185|2012|Honda|Civic|van|Silver|83229|19598.59
50186|2008|Kia|Sportage|van|Blue|51480|25140.27
50187|2018|GMC|Canyon|truck|Gray|93032|26996.97
50188|2016|Nissan|Pathfinder|van|Silver|121141|29938.24
50189|2008|Subaru|Crosstrek|truck|Gray|177001|39978.72
50190|2007|Nissan|Frontier|van|Silver|75902|43066.56
50191|2006|Subaru|Forester|SUV|Red|47949|11348.41
50192|2009|Nissan|Frontier|SUV|Gray|56491|20892.59
50193|2008|Kia|Sorento|SUV|Green|40438|11480.95
50194|2022|Honda|Fit|truck|White|119935|28317.43
50195|2022|Hyundai|Santa Fe|truck|Yellow|77066|37094.84
50196|2017|Ford|Escape|SUV|Gray|167062|8270.38
50197|2019|Nissan|Sentra|van|Red|165822|19408.26
50198|2006|Jeep|Compass|van|Red|128294|38758.36
50199|2011|Chevrolet|Malibu|car|Yellow|59886|28033.68
